Y1,YY1,INCOME,DEBT,LIQ,ASSET,NETWORTH,CCBAL,CONSPAY,FOODHOME,FOODAWAY,AGE,EDUC,FAMSTRUCT,HOUSECL,FINLIT,DEBT2INC,EXPENSHILO,WGT
001961,196,93600.0,8555.32,33746.54,206613.32,198058.0,442.45,126.27,6240.29,3581.37,24,16,1,1,2,0.0914,3,23547.38
001971,197,29867.56,23288.01,30.68,27559.78,4271.77,1441.71,451.41,4774.39,2977.11,46,15,3,1,2,0.7797,2,40779.59
001981,198,75989.66,6926.67,1675.21,93543.42,86616.75,12967.47,130.15,6995.81,1759.61,28,9,2,2,3,0.0912,1,26247.19
001991,199,69730.13,27894.88,213.52,57498.49,29603.61,0.0,547.55,4702.35,5233.21,60,16,2,1,3,0.4,2,15544.41
002001,200,23654.93,5530.4,571.08,54986.15,49455.75,5333.15,37.26,7410.65,1858.45,72,15,2,1,2,0.2338,2,23451.22
002011,201,91309.36,95651.71,372623.6,413536.57,317884.86,0.0,1201.56,8311.5,0.0,28,14,3,2,1,1.0476,1,23663.11
002021,202,109612.43,11795.96,14424.78,98412.02,86616.06,0.0,78.58,1200.0,1578.58,24,15,2,1,3,0.1076,3,16872.74
002031,203,175386.28,149113.41,27250.22,35815.59,-113297.82,8695.28,2535.53,4501.44,3805.91,47,17,4,1,1,0.8502,1,22758.5
002041,204,170829.6,39295.49,4251.58,206565.86,167270.37,0.0,1082.69,6929.5,1056.6,41,8,1,1,2,0.23,1,8645.45
002051,205,19150.76,23192.69,19258.06,35306.74,12114.05,7766.83,341.61,6184.69,1889.86,38,12,2,2,3,1.2111,2,47187.45
002061,206,28451.54,16423.82,204.42,41338.54,24914.72,0.0,403.39,8594.22,0.0,35,16,5,2,3,0.5773,3,33079.18
002071,207,105190.86,4179.85,31854.6,130160.55,125980.7,0.0,50.92,8501.84,1845.29,42,8,1,2,3,0.0397,2,12079.88
002081,208,105072.66,86042.35,1123.59,16023.19,-70019.16,0.0,2272.09,7852.28,6923.69,85,17,3,1,0,0.8189,1,40102.53
002091,209,105192.04,25395.31,1888.68,5023.43,-20371.88,2857.24,393.31,2626.7,2233.71,74,9,4,2,3,0.2414,2,15519.38
002101,210,2000000.0,99570.03,12200.98,45906.95,-53663.09,1428.48,1382.08,5673.9,3283.51,57,16,2,1,3,0.0498,1,31024.46
002111,211,110613.95,77287.63,8687.18,15685.0,-61602.63,0.0,1734.1,7281.02,7983.16,70,16,5,2,2,0.6987,3,45977.66
002121,212,183874.56,40666.69,5723.39,180011.74,139345.05,0.0,724.64,5947.12,4162.4,19,15,4,1,1,0.2212,1,38967.83
002131,213,156154.56,82472.46,422.6,11034.64,-71437.82,0.0,1107.85,5747.58,4083.61,28,15,3,1,2,0.5281,2,8735.26
002141,214,118925.45,78425.74,5882.07,561442.88,483017.14,0.0,506.03,8475.16,1590.9,40,10,1,2,1,0.6595,2,28652.98
002151,215,49824.28,4415.34,27695.09,87051.22,82635.88,9492.05,40.47,6716.63,3953.34,59,12,3,1,3,0.0886,3,36260.58
002161,216,131015.68,72173.72,1884.7,67316.34,-4857.37,862.27,1754.41,5495.25,6963.88,76,16,4,1,3,0.5509,1,12494.9
002171,217,33006.42,17392.35,52411.78,55480.62,38088.27,1276.0,487.3,3628.95,1083.11,36,16,4,1,2,0.5269,2,7725.5
002181,218,53469.32,2102.05,1021.63,75427.78,73325.73,0.0,19.38,9440.86,3128.56,30,10,3,2,3,0.0393,2,9957.13
002191,219,42752.07,5461.54,4973.04,58062.31,52600.77,0.0,105.06,6604.93,1151.85,73,16,4,2,2,0.1277,3,48271.11
002201,220,71231.24,35499.06,77931.84,86462.03,50962.97,1390.54,207.82,5066.91,6732.93,47,13,5,2,0,0.4984,3,42717.34
002211,221,531358.76,183071.64,1441.56,69689.5,-113382.15,315.53,2246.49,7862.66,1140.26,63,14,1,1,1,0.3445,3,43323.2
002221,222,12325.94,5582.24,32766.89,65729.05,60146.81,4.33,90.54,2793.05,2092.57,54,11,3,2,3,0.4529,2,14573.15
002231,223,122716.75,150674.33,171849.48,215102.32,64427.99,2569.86,3525.32,9504.17,1181.08,33,13,4,1,3,1.2278,1,29237.19
002241,224,15499.39,3945.58,6686.72,68931.05,64985.47,0.0,24.08,7222.06,735.05,63,13,3,1,3,0.2546,3,25915.85
002251,225,43272.01,16473.85,1903.35,31423.21,14949.36,0.0,404.12,10388.65,3684.32,47,15,1,1,0,0.3807,3,42212.39
002261,226,176319.95,98383.19,1223.01,87877.57,-10505.62,5897.15,990.34,7266.04,2799.98,40,15,4,2,1,0.558,1,22821.96
002271,227,70112.19,30621.08,51445.84,104029.82,73408.74,0.0,734.55,6477.39,4201.94,78,14,5,1,0,0.4367,1,28280.98
002281,228,25085.11,29037.03,48925.28,170605.62,141568.59,563.21,599.23,4791.33,4742.58,18,9,3,2,3,1.1575,1,30311.12
002291,229,34760.14,3228.69,66753.13,93844.97,90616.28,6012.93,43.55,5123.5,136.93,47,12,2,2,1,0.0929,2,20453.5
002301,230,121983.12,29970.51,4632.68,16752.78,-13217.73,877.42,692.13,3518.57,4103.75,41,12,2,1,2,0.2457,2,4595.06
002311,231,34292.09,12383.52,31826.43,52501.78,40118.26,774.16,135.08,9954.77,1674.54,23,16,2,2,1,0.3611,1,26276.05
002321,232,80403.48,51495.82,4501.15,525751.21,474255.39,6750.95,540.36,6265.26,3787.8,25,17,4,1,3,0.6405,2,26183.58
002331,233,68941.57,5504.09,1002.75,252188.95,246684.87,0.0,36.02,7740.55,4167.49,32,16,3,1,2,0.0798,2,4919.94
002341,234,36811.28,40838.48,37179.7,406739.82,365901.34,6335.54,605.51,8059.1,2982.21,52,12,1,1,3,1.1094,3,25855.33
002351,235,455681.64,267925.45,93056.91,503121.9,235196.44,0.0,1994.08,5551.88,6133.23,40,16,1,1,2,0.588,1,27023.74
002361,236,117069.98,29464.75,782.83,30531.0,1066.25,1112.22,456.34,4395.67,634.3,73,12,1,1,2,0.2517,3,9319.78
002371,237,10693.29,746.56,756.74,94070.04,93323.48,105.01,3.92,4566.89,1248.15,37,14,3,1,2,0.0698,2,9767.83
002381,238,78261.33,20301.07,5281.51,72369.38,52068.31,258.55,180.21,2905.52,3987.9,64,15,2,1,1,0.2594,2,47016.86
002391,239,36475.36,42496.32,27474.99,188498.85,146002.52,348.01,1203.04,3762.45,7723.79,35,10,1,1,2,1.1651,1,11947.98
002401,240,142513.21,56106.67,638.5,39441.3,-16665.37,6643.69,1396.44,7070.2,1617.24,22,14,2,1,1,0.3937,3,17669.67
002411,241,32426.5,2800.04,7395.51,76230.07,73430.03,0.0,30.53,8046.17,3369.47,38,12,4,1,3,0.0864,2,16990.61
002421,242,59679.1,12257.67,1698.04,68427.86,56170.2,99.21,281.4,6011.16,5881.87,73,14,1,1,2,0.2054,3,33906.16
002431,243,104243.89,14185.94,17352.51,150390.98,136205.04,0.0,308.01,7847.13,5332.23,25,13,3,2,2,0.1361,2,33172.3
002441,244,144232.18,6780.28,1168.88,161272.39,154492.11,699.55,63.89,7894.36,4730.0,43,15,2,1,3,0.047,3,45898.02
002451,245,22465.44,5466.22,19717.18,88623.73,83157.51,804.13,78.04,5371.66,2061.15,18,14,2,1,1,0.2433,3,21930.74
002461,246,48969.3,9885.98,3696.76,75809.52,65923.54,526.07,275.25,8174.71,3449.17,59,12,3,1,2,0.2019,2,39663.34
002471,247,43154.81,27415.8,909.73,84932.83,57517.03,4306.72,643.39,5674.82,3559.27,82,17,2,1,2,0.6353,3,20738.94
002481,248,36754.05,15618.69,5511.77,713248.28,697629.59,1.84,374.98,5142.44,5586.31,45,17,1,2,0,0.425,3,14282.1
002491,249,324132.87,95218.04,150.15,4619.52,-90598.51,1734.02,1818.39,6172.38,3234.02,56,16,3,2,1,0.2938,3,44890.03
002501,250,95271.27,26181.81,1796.56,15777.92,-10403.89,272.63,566.54,3181.07,6211.97,49,14,2,1,0,0.2748,3,25732.11
002511,251,21273.22,17746.91,9021.1,173497.01,155750.1,0.0,314.45,5926.67,3390.73,86,16,1,2,3,0.8342,1,21354.01
002521,252,151157.22,27623.41,202.52,89942.94,62319.53,1273.91,649.77,1383.26,3778.81,65,15,5,1,1,0.1827,1,45564.62
002531,253,446833.17,117015.5,48.04,88846.47,-28169.03,0.0,2728.59,7350.78,3243.81,22,11,4,1,2,0.2619,2,47152.17
002541,254,167580.44,51972.67,72.9,163030.17,111057.5,1853.98,300.25,3411.89,3145.14,28,8,1,1,3,0.3101,1,24217.14
002551,255,16857.77,5848.91,53574.66,136110.61,130261.71,0.0,121.62,5987.04,3357.82,50,15,2,1,3,0.347,2,3924.88
002561,256,42795.55,8686.51,4280.54,30156.67,21470.16,0.0,180.2,8968.71,3568.76,59,16,5,2,3,0.203,2,4525.73
002571,257,206947.42,52613.27,1884.77,155654.84,103041.57,4351.05,351.61,6142.69,257.35,40,17,1,1,0,0.2542,1,31624.57
002581,258,34999.79,827.64,26937.6,88717.34,87889.71,1391.1,12.63,2213.0,2940.31,61,16,5,1,2,0.0236,3,43044.96
002591,259,98660.26,72622.52,2373.19,32969.49,-39653.03,4151.05,1994.92,6258.56,6877.5,55,15,3,1,0,0.7361,1,44136.19
002601,260,132875.87,62804.48,7968.34,176611.61,113807.13,2595.48,1811.03,5488.88,0.0,48,12,2,2,0,0.4727,3,45353.96
002611,261,28731.88,5468.89,5147.98,164130.7,158661.81,0.0,134.29,7863.47,3010.3,56,14,5,2,1,0.1903,1,40953.21
002621,262,62719.47,14172.77,2105.27,84737.06,70564.3,0.0,124.53,5773.55,2377.44,80,13,2,2,2,0.226,3,43995.73
002631,263,3579.07,425.05,8345.37,795105.54,794680.49,0.0,6.11,8230.51,4153.5,37,12,1,1,1,0.1188,1,42557.25
002641,264,26319.12,12881.43,19769.0,457885.48,445004.06,0.0,123.2,6871.32,4520.37,69,16,2,2,2,0.4894,1,42488.75
002651,265,52716.76,3798.3,3523.35,272609.21,268810.91,0.0,80.92,7749.76,3791.74,19,11,4,1,3,0.0721,3,18391.0
002661,266,21525.53,18279.75,2145.23,2814544.07,2796264.32,10765.02,444.72,5813.42,0.0,26,15,2,1,3,0.8492,3,21503.92
002671,267,287555.22,74443.03,2653.08,50717.86,-23725.17,0.0,2016.97,8567.03,0.0,83,15,1,1,2,0.2589,1,17901.53
002681,268,18267.39,9394.62,78.55,29894.52,20499.9,0.0,249.11,4976.71,0.0,63,12,3,2,3,0.5143,2,10264.87
002691,269,44531.85,14787.36,8180.49,225808.96,211021.6,2029.87,110.61,2334.36,3228.33,59,13,1,1,2,0.3321,3,18606.9
002701,270,74433.88,48206.84,557.58,41546.15,-6660.69,0.0,392.49,3809.21,212.84,43,11,1,1,2,0.6476,3,45647.89
002711,271,242109.64,8895.47,15267.68,76222.71,67327.24,11763.17,246.78,6241.33,0.0,33,9,1,2,3,0.0367,3,48640.78
002721,272,18173.58,2170.53,4176.53,17821.42,15650.88,0.0,56.64,6541.52,1660.53,45,8,4,1,2,0.1194,1,10072.63
002731,273,188498.89,3551.63,5938.54,154683.61,151131.98,3472.59,58.64,6310.76,2134.59,57,12,5,1,2,0.0188,2,34115.02
002741,274,66783.4,8568.35,17336.9,23928.09,15359.74,0.0,134.96,8437.46,3335.73,59,16,3,1,1,0.1283,3,48446.97
002751,275,27354.66,16436.72,927.28,52737.5,36300.78,1065.62,309.34,6378.02,3514.6,32,14,2,2,2,0.6009,3,12713.54
002761,276,100297.21,3575.42,9553.35,68064.14,64488.72,1225.24,71.21,6659.04,3621.2,49,11,2,2,3,0.0356,2,42482.05
002771,277,79154.25,4238.76,7956.29,39086.74,34847.98,0.0,48.13,7960.14,5140.0,55,17,1,2,3,0.0536,3,16934.68
002781,278,38553.6,19350.07,3524.15,7814.73,-11535.33,0.0,292.06,2646.82,2913.67,84,14,5,2,1,0.5019,2,22285.71
002791,279,70461.51,53013.16,924.51,5167.63,-47845.53,569.66,1086.36,7445.9,4997.93,54,9,3,1,2,0.7524,3,46063.8
002801,280,46780.31,7140.8,14348.91,33899.12,26758.32,1834.3,72.53,8632.6,2800.09,56,16,1,1,2,0.1526,3,5731.2
002811,281,73288.99,21177.52,17434.71,151834.68,130657.16,0.0,634.71,7435.18,2703.73,67,14,2,1,3,0.289,1,24080.94
002821,282,120080.5,19373.17,6029.89,98384.16,79010.99,0.0,233.9,6630.01,2357.28,47,14,2,1,1,0.1613,1,26768.59
002831,283,275795.56,151741.19,715.84,59131.95,-92609.24,2093.22,2854.31,7605.68,3427.25,45,15,4,2,1,0.5502,3,45344.37
002841,284,21719.51,3735.34,1901.87,17786.66,14051.32,1865.73,70.43,1707.72,4819.6,56,10,5,1,1,0.172,3,29967.72
002851,285,451228.9,308748.5,4408.99,104286.35,-204462.15,790.44,5028.63,5740.74,4779.5,68,17,1,2,1,0.6842,3,47418.99
002861,286,11419.99,22695.84,16971.49,21001.23,-1694.61,5741.37,250.53,3403.38,4718.67,59,12,4,1,3,1.9874,2,17940.3
002871,287,57721.99,20519.32,284.21,1928.69,-18590.64,0.0,392.61,6766.54,4120.97,33,15,1,1,2,0.3555,3,26201.65
002881,288,112362.49,23567.74,1781.4,43362.15,19794.41,12101.89,171.46,3991.84,1195.08,46,16,1,1,2,0.2097,1,4067.56
002891,289,85211.59,7693.58,2380.79,28775.61,21082.03,1939.22,112.89,7699.71,9014.41,52,12,1,1,3,0.0903,3,49472.83
002901,290,37781.33,1100.72,4231.03,277922.56,276821.84,617.34,11.67,5167.94,833.22,53,15,1,2,1,0.0291,3,13964.34
002911,291,54868.24,112.31,472.3,76357.4,76245.09,1312.39,0.91,3425.85,3744.63,43,17,1,2,3,0.002,3,46654.24
002921,292,42459.21,28006.63,3322.39,715514.5,687507.87,0.0,788.02,4111.08,9495.39,53,16,1,1,3,0.6596,3,21810.69
002931,293,38932.0,10453.75,2810.53,29119.82,18666.07,0.0,235.19,3373.61,5264.76,61,16,5,2,0,0.2685,2,10764.52
002941,294,142150.54,97596.04,759.25,125022.61,27426.57,0.0,899.91,5929.39,2099.43,50,13,1,2,2,0.6866,2,22733.88
002951,295,91245.95,20594.84,3974.52,44985.05,24390.22,2425.1,591.79,7233.14,5936.71,49,14,2,2,3,0.2257,2,18228.3
002961,296,35467.83,21300.65,1855.47,477573.03,456272.38,416.0,221.52,4710.04,3890.23,70,14,2,1,2,0.6006,2,47735.1
002971,297,148693.12,14039.15,11992.72,56079.9,42040.75,0.0,152.89,3082.19,1867.32,67,15,5,1,3,0.0944,2,39244.27
002981,298,87253.2,30028.15,998.66,216691.4,186663.24,5579.02,250.19,5972.43,3936.18,47,11,2,1,3,0.3441,2,12749.44
002991,299,137527.05,89639.82,5777.36,17668.77,-71971.05,2548.28,2079.31,5928.59,2774.51,89,16,1,1,3,0.6518,1,28385.19
003001,300,116618.82,92864.68,1146.99,33265.29,-59599.4,0.0,1789.68,5002.02,3070.58,24,8,5,1,1,0.7963,3,34486.78
003011,301,31379.32,33460.85,1669.77,54452.27,20991.42,388.25,216.03,4430.26,3584.92,42,12,3,2,1,1.0663,1,30228.57
003021,302,39968.11,4061.52,8392.76,406758.7,402697.18,46.97,22.88,8559.42,4899.15,21,14,1,1,2,0.1016,3,46084.84
003031,303,129646.17,2238.27,7498.75,9716.44,7478.17,0.0,41.0,4815.03,5303.33,73,12,1,1,3,0.0173,1,8310.27
003041,304,114614.92,8113.15,2320.09,38673.14,30559.99,2970.45,172.71,3117.81,2043.38,66,13,1,2,1,0.0708,2,4900.55
003051,305,64938.02,5559.12,3026.19,37580.24,32021.12,1940.41,142.16,5823.5,4220.33,62,12,3,1,3,0.0856,2,31760.83
003061,306,73540.73,50325.38,359.07,3014.97,-47310.41,0.0,853.36,7054.64,2964.69,35,12,4,2,3,0.6843,2,38029.95
003071,307,208960.06,52447.11,61388.37,91238.56,38791.45,695.89,1149.29,6921.5,5034.43,63,13,2,1,2,0.251,3,41045.05
003081,308,38854.76,46524.76,16939.81,22877.04,-23647.71,0.0,1085.95,2801.18,1457.34,44,14,5,2,2,1.1974,3,12923.01
003091,309,108270.46,19815.67,15876.68,17691.98,-2123.69,1960.92,402.78,8435.72,3458.48,75,14,2,1,2,0.183,3,11935.67
003101,310,55161.84,16935.37,278.37,40676.17,23740.8,0.0,233.8,6420.8,0.0,34,16,2,2,0,0.307,1,42413.04
003111,311,54398.23,6956.86,1682.64,40081.47,33124.61,31465.75,57.72,7141.66,4908.56,35,12,1,1,0,0.1279,1,18864.08
003121,312,177886.18,55230.12,2691.4,44154.94,-11075.19,4838.94,1170.24,11303.12,7103.18,84,12,1,1,3,0.3105,1,34004.41
003131,313,139089.75,95480.5,152.03,87642.7,-7837.81,0.0,2312.29,7517.78,6593.45,52,14,2,1,2,0.6865,2,10088.13
003141,314,137607.22,12742.49,24389.55,40398.53,27656.04,788.44,124.18,7144.11,5175.23,49,9,5,2,2,0.0926,2,40646.77
003151,315,214256.88,118887.93,67305.15,946080.02,827192.09,877.62,2065.28,5548.15,4649.68,44,11,2,1,2,0.5549,1,48161.51
003161,316,67433.92,8609.1,201084.99,258042.39,249433.3,12979.23,128.54,5989.52,7632.07,72,16,2,2,2,0.1277,3,48667.53
003171,317,122241.96,150740.14,748.0,413105.39,262365.25,0.0,1528.89,3591.65,2386.62,44,14,1,2,0,1.2331,2,27393.58
003181,318,50049.11,44586.83,6070.42,10888.59,-33698.23,3677.09,496.38,6169.16,2993.4,44,10,1,1,3,0.8909,2,14246.91
003191,319,88587.83,91033.3,53160.6,70284.08,-20749.22,9583.85,996.07,9252.17,6325.25,29,13,3,2,2,1.0276,1,9627.42
003201,320,58857.31,42798.36,3113.45,170736.37,127938.01,0.0,662.23,6852.78,3221.35,52,13,2,1,1,0.7272,3,14549.48
003211,321,72207.3,1768.16,1771.22,44394.4,42626.24,2730.95,26.1,10460.17,1649.63,80,12,1,2,0,0.0245,3,32216.75
003221,322,113056.31,8741.0,170.92,12141.78,3400.78,555.25,164.81,7059.49,459.57,84,13,5,2,0,0.0773,1,23486.24
003231,323,31685.09,9539.4,37749.23,41546.57,32007.17,576.89,69.93,6560.17,1820.76,89,12,2,1,0,0.3011,3,25438.0
003241,324,435020.55,19947.44,4747.3,184584.18,164636.74,0.0,389.6,5723.94,7016.26,50,13,2,2,1,0.0459,1,25291.46
003251,325,26757.88,18356.7,1322.38,160440.7,142084.0,0.0,101.81,9942.55,3293.31,68,13,4,1,1,0.686,3,40291.97
003261,326,22186.3,7211.06,8192.24,94440.15,87229.09,0.0,82.45,5070.87,1979.08,54,15,1,2,1,0.325,1,42073.34
003271,327,187643.62,28769.1,6473.1,34929.85,6160.75,545.26,505.0,4545.93,3323.1,54,17,2,2,2,0.1533,2,3655.77
003281,328,134927.98,121355.83,6653.29,17928.53,-103427.3,1017.85,2690.87,4236.58,4150.52,70,12,2,2,1,0.8994,1,46156.4
003291,329,116042.04,10975.1,3325.0,58624.97,47649.87,0.0,266.49,10523.85,0.0,72,13,4,1,3,0.0946,3,21256.05
003301,330,116484.2,11704.08,91148.44,99473.47,87769.4,1946.99,68.93,6294.84,1718.75,20,14,2,1,3,0.1005,1,14318.37
003311,331,65445.82,15870.16,3863.82,23255.98,7385.81,0.0,292.6,6168.23,524.71,82,14,5,1,2,0.2425,1,49812.78
003321,332,29509.6,4419.91,90651.68,487724.86,483304.94,0.0,61.26,7040.91,6426.42,71,15,3,1,3,0.1498,2,8758.8
003331,333,70843.19,11036.62,13567.2,17295.65,6259.02,9284.3,246.92,5496.92,3264.09,64,12,4,1,1,0.1558,3,18089.34
003341,334,35974.1,20530.73,9247.48,174675.55,154144.81,0.0,248.31,4472.66,3149.62,74,15,5,2,2,0.5707,2,45633.73
003351,335,159150.85,24851.03,4008.23,567154.08,542303.05,2459.03,586.31,4376.44,3139.35,53,12,4,2,3,0.1561,3,25354.7
003361,336,57968.11,14351.29,28370.98,232068.12,217716.83,3025.72,287.83,4308.79,1260.19,68,11,2,1,3,0.2476,1,46512.97
003371,337,31478.26,314.41,6023.27,114829.0,114514.59,752.72,7.78,1995.99,4536.11,57,16,3,1,2,0.01,1,14351.16
003381,338,49550.75,7375.05,917.97,30788.89,23413.84,0.0,218.37,6117.66,7170.5,54,14,5,1,2,0.1488,3,22148.65
003391,339,95955.35,5481.94,864.47,23588.26,18106.32,161.77,151.93,2882.52,2264.66,35,13,2,1,2,0.0571,3,5427.68
003401,340,39840.84,15901.2,10514.1,12568.63,-3332.57,0.0,315.36,7098.72,5276.52,73,17,3,1,2,0.3991,3,24350.62
003411,341,31571.23,2323.65,959.79,64251.53,61927.88,17.7,63.54,7672.48,3276.62,77,15,1,1,3,0.0736,2,3023.31
003421,342,82398.17,47930.16,4393.95,37143.33,-10786.83,0.0,423.09,4794.79,1972.93,86,15,4,1,2,0.5817,3,17893.41
003431,343,82493.1,30219.13,32956.12,53970.21,23751.07,5696.59,183.61,6673.23,5310.91,28,12,4,1,2,0.3663,3,36610.33
003441,344,41929.76,14197.67,8494.26,66591.8,52394.12,12137.77,260.22,7453.31,257.87,40,12,5,1,3,0.3386,3,37034.94
003451,345,43306.83,4191.21,1339.64,67085.65,62894.43,3305.66,123.05,9009.31,655.13,62,14,4,1,1,0.0968,2,23106.0
003461,346,81539.67,7199.55,62191.74,85270.41,78070.86,4097.91,163.74,5220.26,7035.27,74,15,5,2,3,0.0883,3,3609.08
003471,347,17974.76,643.22,13176.31,686257.45,685614.23,914.48,8.12,3174.94,2693.58,66,13,1,2,3,0.0358,1,9156.95
003481,348,18644.05,3293.78,30700.29,209836.93,206543.15,0.0,71.54,4188.69,5883.08,49,10,4,1,3,0.1767,1,14377.25
003491,349,34662.03,24769.78,82.96,229757.34,204987.56,4001.99,148.56,2676.77,3264.78,64,15,5,1,0,0.7146,3,3773.45
003501,350,54605.92,1577.54,8915.4,60194.87,58617.33,2063.14,26.45,6953.16,0.0,25,16,4,1,1,0.0289,3,13199.94
003511,351,87537.0,5354.64,22379.13,151287.05,145932.41,0.0,58.53,1200.0,4860.33,60,17,3,1,3,0.0612,2,27609.28
003521,352,249651.34,126023.0,104874.49,120496.61,-5526.39,0.0,785.12,3995.02,4235.9,18,13,5,2,1,0.5048,3,8908.93
003531,353,143185.13,3534.5,352.53,163007.71,159473.21,0.0,39.76,6023.95,2004.97,22,12,1,2,2,0.0247,3,43715.38
003541,354,57299.97,19543.93,43088.28,87152.18,67608.25,308.42,450.71,3843.96,5692.29,67,17,1,1,1,0.3411,2,5819.09
003551,355,65048.3,65968.96,94834.12,107760.49,41791.53,0.0,1238.88,4279.45,5370.5,50,15,5,2,3,1.0142,1,39465.71
003561,356,26842.01,3631.62,130.18,57994.13,54362.51,232.62,20.29,7658.27,1989.97,23,10,3,1,0,0.1353,3,23975.71
003571,357,65077.76,11687.52,11631.4,50266.6,38579.08,2978.25,178.16,3760.29,5665.44,50,14,1,2,0,0.1796,3,31803.83
003581,358,51031.95,9133.89,14938.8,1967405.28,1958271.39,0.0,217.43,5085.44,3939.96,24,9,2,1,2,0.179,1,25722.78
003591,359,88472.47,49936.91,2728.17,117774.64,67837.72,889.97,1441.43,7857.51,3638.03,43,12,4,1,1,0.5644,2,23125.16
003601,360,31429.18,13642.53,2034.14,642259.94,628617.41,0.0,366.42,5254.88,2025.58,31,10,4,1,3,0.4341,3,34975.8
003611,361,105599.81,22036.61,16352.52,343095.99,321059.38,0.0,111.02,10807.72,1667.97,36,12,1,1,3,0.2087,3,13674.96
003621,362,262883.18,201378.59,1624.63,64989.88,-136388.71,0.0,2107.94,8190.79,6337.99,34,14,2,2,2,0.766,3,25878.16
003631,363,60000.96,55185.32,3324.09,34097.96,-21087.36,0.0,562.53,8297.34,4266.64,45,12,4,2,3,0.9197,1,40946.24
003641,364,94991.3,4839.68,21213.28,25614.6,20774.92,1306.57,74.18,3223.61,5388.62,28,10,5,2,3,0.0509,1,10291.69
003651,365,123146.45,40453.01,115529.07,131742.33,91289.33,0.0,855.33,5803.88,2540.74,53,14,3,1,1,0.3285,3,7358.34
003661,366,46115.37,57085.59,12943.79,174746.04,117660.45,4840.26,503.88,5431.54,4507.88,47,15,3,2,0,1.2379,2,31369.84
003671,367,80957.79,7169.03,6249.6,44305.23,37136.2,492.42,199.96,5185.4,2802.83,73,10,2,1,3,0.0886,3,48288.24
003681,368,66925.35,3903.82,1940.08,107151.85,103248.03,0.0,95.36,4928.43,4833.7,72,16,2,2,3,0.0583,3,23172.93
003691,369,72251.51,94967.6,797.05,3645.66,-91321.94,5957.42,1470.41,5730.52,694.31,72,15,1,1,3,1.3144,1,41287.45
003701,370,33000.94,6948.11,36215.44,154431.86,147483.75,1171.91,136.18,1200.0,729.38,50,14,2,2,1,0.2105,1,25101.04
003711,371,67647.06,78578.82,3728.61,313851.01,235272.18,251.22,1457.25,4146.1,1288.64,40,13,2,1,1,1.1616,1,14028.71
003721,372,103590.25,28364.47,38998.01,43170.89,14806.42,0.0,554.69,9365.7,3475.73,47,13,1,1,2,0.2738,1,25798.16
003731,373,244269.95,15805.37,2715.7,107257.88,91452.51,0.0,418.89,4928.52,0.0,62,12,2,2,1,0.0647,1,23768.76
003741,374,156896.83,70028.45,1527.34,450762.59,380734.14,12.64,700.49,4692.49,4421.51,53,11,5,2,1,0.4463,3,14861.55
003751,375,459486.21,81205.44,10482.24,754730.53,673525.09,0.0,1794.06,5869.94,4726.15,58,10,1,1,3,0.1767,2,19597.18
003761,376,33169.54,12710.65,4282.26,32416.74,19706.09,0.0,97.56,6063.85,5.46,62,12,2,2,2,0.3832,1,21428.42
003771,377,145086.96,46711.66,561.18,193455.07,146743.41,350.75,769.77,1495.18,2687.34,80,15,3,1,0,0.322,3,43386.66
003781,378,78042.42,3246.94,129477.58,640763.75,637516.81,0.0,67.85,6281.98,7213.42,82,12,1,2,3,0.0416,3,17451.66
003791,379,474882.48,99360.04,1589.9,110914.0,11553.96,14450.03,527.85,7096.39,2621.66,73,16,3,1,1,0.2092,1,46482.13
003801,380,31969.31,6591.35,26099.33,437620.76,431029.41,6935.68,50.76,7175.91,1484.58,24,13,1,1,1,0.2062,3,3634.19
003811,381,31077.84,20402.29,22367.0,79105.46,58703.17,874.47,148.56,4122.88,2749.11,87,15,3,1,0,0.6565,2,9034.57
003821,382,38582.21,14831.01,509.26,108680.55,93849.54,4408.79,213.08,9082.5,5843.81,63,13,4,1,2,0.3844,2,4272.72
003831,383,9783.9,15217.98,808.92,24375.53,9157.56,0.0,312.73,8855.27,1202.11,62,14,3,1,2,1.5554,1,39080.76
003841,384,41225.84,39257.59,2856.3,49631.1,10373.51,7105.03,1173.77,8679.43,4604.76,20,12,1,1,0,0.9523,3,8853.95
003851,385,33415.68,473.52,1034.67,115791.91,115318.39,6476.74,5.38,7575.63,4346.38,50,14,4,1,0,0.0142,2,29981.68
003861,386,75762.17,7773.55,109932.46,130991.2,123217.66,0.0,65.29,5304.19,3478.71,58,11,1,1,2,0.1026,1,39560.55
003871,387,90001.39,17850.56,3427.83,46241.83,28391.28,0.0,274.35,6008.59,2744.83,39,13,3,1,3,0.1983,2,25999.92
003881,388,358095.06,61704.17,24380.73,211838.81,150134.63,261.79,533.7,8847.41,5354.66,25,13,3,2,3,0.1723,3,7602.88
003891,389,155652.53,25607.21,12388.79,1313639.31,1288032.1,2007.23,143.75,1437.67,1220.7,53,15,4,1,0,0.1645,3,42359.88
003901,390,39371.08,23614.12,7904.92,10672.81,-12941.31,169.05,451.01,4538.14,4307.16,49,13,2,1,3,0.5998,2,12692.45
003911,391,29478.8,6964.82,5284.74,1166369.19,1159404.37,19454.7,187.98,6918.22,398.63,22,15,2,2,1,0.2363,3,7438.17
003921,392,103025.03,21865.32,45562.27,86108.27,64242.95,0.0,579.9,5544.79,5429.37,52,12,2,1,0,0.2122,3,39074.09
